"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
velador-inalambrico-aura;"Velador Inalámbrico ""AURA""";"Cocina, Infantil y Juvenil > Iluminación, Living > Iluminación, Habitación > Iluminación";;;;;;;40,600.00;;0.50;18.00;8.00;8.00;;SKU0011;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Velador inal&aacute;mbrico</strong>, la soluci&oacute;n perfecta que combina&nbsp;<em>funcionalidad y estilo</em>&nbsp;para iluminar tus espacios con elegancia y practicidad. Este velador es ideal para quienes valoran una luz estable y confortable, perfecta para leer o trabajar sin interrupciones.</p>
<p>Con un dise&ntilde;o moderno y compacto (18 cm de alto y 8 cm de di&aacute;metro), se adapta armoniosamente a cualquier ambiente, aportando calidez y sofisticaci&oacute;n. Adem&aacute;s, su bajo consumo energ&eacute;tico asegura una iluminaci&oacute;n eficiente y econ&oacute;mica.</p>
<p>Ligero y f&aacute;cil de trasladar, con un peso aproximado de 500 gramos, es la opci&oacute;n confiable que estabas buscando. No solo ilumina, tambi&eacute;n decora, combinando calidad y buen precio en un solo producto.</p>
<p>&iexcl;Transform&aacute; tu espacio con el Velador inal&aacute;mbrico y disfrut&aacute; de una iluminaci&oacute;n funcional con estilo!</p>";"compacto, elegante, inalambrico, practico, velador";"Velador inalámbrico AURA: luz práctica y elegante para tu hogar";"Velador inalámbrico compacto y moderno AURA, ideal para lectura y trabajo. Iluminación eficiente y diseño sofisticado. ¡Compra ahora!";"Bambi Hogar";SI;;;;
chispero-largo-recargable;"Chispero Largo Recargable";"Cocina > Utensillos y organización";;;;;;;9,900.00;;0.40;5.00;10.00;30.00;;SKU0010;;SI;NO;"<p>El&nbsp;<strong>Chispero Largo Recargable</strong>&nbsp;es la soluci&oacute;n perfecta para quienes valoran la combinaci&oacute;n ideal de&nbsp;<em>calidad, practicidad y dise&ntilde;o</em>&nbsp;en su hogar. Con un dise&ntilde;o pr&aacute;ctico y durable, este chispero est&aacute; listo para usar, brind&aacute;ndote una experiencia confiable sin complicaciones.</p>
<p>Con dimensiones de 30 cm de largo, 10 cm de ancho y 5 cm de alto, y un peso aproximado de 400 gramos, su tama&ntilde;o largo facilita el encendido seguro y c&oacute;modo, ideal para tu cocina o parrilla.</p>
<p>Adem&aacute;s, su excelente relaci&oacute;n precio/calidad lo convierte en una opci&oacute;n accesible sin sacrificar la durabilidad ni la funcionalidad. No te conformes con menos: el&nbsp;<strong>Chispero Largo Recargable</strong>&nbsp;es el complemento ideal para tu hogar, combinando eficiencia y estilo en un solo producto.</p>";"chispero, cocina, duradero, practico, recargable";"Chispero Largo Recargable: práctico y duradero para tu hogar";"Chispero Largo Recargable con diseño durable y práctico. Ideal para cocina y parrilla. Compra calidad y eficiencia hoy mismo.";"Bambi Hogar";SI;;;;
chispero-corto-recargable;"Chispero Corto Recargable";"Cocina > Utensillos y organización";;;;;;;8,500.00;;0.20;5.00;10.00;15.00;;SKU0009;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Chisperos corto</strong>, la combinaci&oacute;n perfecta de calidad, dise&ntilde;o y funcionalidad para tu hogar. Este chisperos fue pensado para quienes valoran una soluci&oacute;n pr&aacute;ctica, confiable y lista para usar sin complicaciones.</p>
<p>Con un dise&ntilde;o compacto y duradero, este chisperos mide 15 cm de largo, 10 cm de ancho y 5 cm de alto, ideal para espacios reducidos o para quienes buscan eficiencia sin perder estilo. Su peso aproximado de 200 gramos lo hace f&aacute;cil de manipular y transportar.</p>
<p>Adem&aacute;s, ofrece una&nbsp;<strong>excelente relaci&oacute;n precio/calidad</strong>, garantizando una inversi&oacute;n inteligente para tu cocina o espacio de trabajo. Su fabricaci&oacute;n cuidada asegura resistencia y practicidad d&iacute;a a d&iacute;a.</p>
<p>Eleg&iacute; el Chisperos corto, el aliado indispensable para mantener tu hogar organizado y funcional con un toque de elegancia y eficiencia.</p>";"chispero, compacto, duradero, practico, recargable";"Chispero Corto Recargable: Diseño Compacto y Funcional";"Chispero corto recargable, compacto y duradero para tu hogar. Práctico, elegante y eficiente. ¡Compra ahora y organiza tu espacio con estilo!";"Bambi Hogar";SI;;;;
set-x8-piezas-comedero-elefante-para-bebe;"SET x8 Piezas Comedero ""Elefante"" para Bebé";"Cocina > Vajilla, Infantil y Juvenil > Alimentación";;;;;;;59,900.00;;0.00;0.00;0.00;0.00;;SKU0008;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Set x8 Piezas Comedero ""Elefante"" para Beb&eacute;</strong>, la combinaci&oacute;n perfecta de calidad, dise&ntilde;o y funcionalidad para el comedor de tu beb&eacute;. Este set destaca por su&nbsp;<strong>dise&ntilde;o pr&aacute;ctico y durable</strong>, pensado para facilitar cada comida y brindar comodidad a los m&aacute;s peque&ntilde;os.</p>
<p>Con dimensiones ideales (20 cm de largo x 15 cm de ancho x 15 cm de alto) y un peso aproximado de 500 gramos, es un producto&nbsp;<strong>listo para usar</strong>&nbsp;que ofrece una excelente relaci&oacute;n precio/calidad. Su dise&ntilde;o adorable y resistente lo convierte en la soluci&oacute;n confiable que busc&aacute;s para un comedor completo y seguro.</p>
<p>Eleg&iacute; un producto que suma estilo y practicidad a tu hogar, con la confianza que solo un set de alta calidad puede ofrecer. &iexcl;Hac&eacute; que cada comida sea un momento especial con el Set ""Elefante"" para beb&eacute;!</p>";"bebe, comedero, durable, practico, set";"Set Comedero Elefante para Bebé - 8 Piezas Durables y Prácticas";"Set x8 Piezas Comedero Elefante para Bebé, diseño práctico y durable para comidas cómodas. ¡Compra ahora y disfruta calidad y estilo en cada comida!";"Bambi Hogar";SI;;;;
set-x8-piezas-comedero-ballena-para-bebe;"SET x8 Piezas Comedero ""Ballena"" para Bebé";"Cocina > Vajilla, Infantil y Juvenil > Alimentación";;;;;;;59,900.00;;0.50;15.00;15.00;20.00;9;"SKU0007 BH-001-06";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Set x8 Piezas Comedero ""Ballena"" para Beb&eacute;</strong>, la combinaci&oacute;n perfecta de calidad, dise&ntilde;o y practicidad para acompa&ntilde;ar las primeras comidas de tu peque&ntilde;o. Este set, pensado para facilitar el d&iacute;a a d&iacute;a, ofrece un&nbsp;<em>dise&ntilde;o pr&aacute;ctico y duradero</em>&nbsp;que se adapta a las necesidades de los beb&eacute;s y sus familias.</p>
<p>Cada pieza est&aacute; lista para usar, brind&aacute;ndote una soluci&oacute;n confiable y funcional desde el primer momento. Con dimensiones de 20 cm de largo, 15 cm de ancho y 15 cm de alto, este set es ideal para servir porciones adecuadas y c&oacute;modas para tu beb&eacute;.</p>
<p>Adem&aacute;s, su excelente relaci&oacute;n precio/calidad lo convierte en una opci&oacute;n accesible sin sacrificar estilo ni resistencia. Eleg&iacute; calidad y buen dise&ntilde;o para tu hogar con este set que har&aacute; de la hora de la comida un momento especial y sencillo.</p>
<p>&iexcl;Un comedero pensado para crecer con tu beb&eacute; y simplificar tu vida!</p>";"calidad, comedero, durable, practico, set";"Set Comedero Ballena para Bebé - 8 Piezas Durables y Prácticas";"Set x8 Piezas Comedero Ballena para bebé, diseño práctico y duradero. Ideal para primeras comidas. ¡Compra ahora y simplifica la hora de comer!";"Bambi Hogar";SI;;;;
set-x10-piezas-de-reposteria;"SET x10 Piezas de Repostería";"Cocina > Utensillos y organización";;;;;;;46,100.00;;0.60;5.00;25.00;30.00;9;"SKU0006 BH-001-05";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>SET x10 Piezas de Reposter&iacute;a</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu cocina. Este set est&aacute; pensado para quienes valoran una soluci&oacute;n confiable, lista para usar y con una excelente relaci&oacute;n precio-calidad.</p>
<p>Cada pieza cuenta con un dise&ntilde;o pr&aacute;ctico y durable, ideal para acompa&ntilde;arte en cada preparaci&oacute;n dulce o salada. Con dimensiones de 30 cm de largo, 25 cm de ancho y 5 cm de alto, este set compacto y liviano (600 gr aprox.) se adapta a tu espacio y necesidades.</p>
<p>Transform&aacute; tu experiencia en la reposter&iacute;a con un kit que facilita tu d&iacute;a a d&iacute;a y realza tus creaciones. &iexcl;Dale a tu hogar un toque profesional sin complicaciones!</p>";"calidad, durable, practico, reposteria, set";"Set x10 Piezas de Repostería: Calidad y Diseño Práctico";"Set x10 Piezas de Repostería con diseño durable y compacto. Ideal para tus preparaciones. ¡Mejorá tu cocina hoy mismo!";"Bambi Hogar";SI;;;;
set-x5-piezas-de-reposteria;"SET x5 Piezas de Repostería";"Cocina > Utensillos y organización";;;;;;;43,300.00;;0.40;5.00;20.00;25.00;14;SKU0005;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Set Reposter&iacute;a 5 Piezas</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu cocina. Ideal para quienes buscan una soluci&oacute;n confiable y lista para usar, este set se destaca por su&nbsp;<strong>dise&ntilde;o pr&aacute;ctico y durable</strong>, pensado para acompa&ntilde;arte en todas tus creaciones culinarias.</p>
<p>Con medidas compactas (25 cm de largo x 20 cm de ancho x 5 cm de alto) y un peso aproximado de 400 gramos, es f&aacute;cil de manejar y almacenar. Su excelente relaci&oacute;n precio/calidad lo convierte en una elecci&oacute;n inteligente para tu hogar.</p>
<p>Ya sea que est&eacute;s preparando masas, mezclas o decoraciones, este set te ofrece todo lo necesario para que tu experiencia en reposter&iacute;a sea sencilla y placentera. &iexcl;Eleg&iacute; funcionalidad y estilo en cada detalle!</p>";"calidad, durable, practico, reposteria, set";"Set de Repostería 5 Piezas: Calidad y Diseño Práctico";"Set de repostería 5 piezas, durable y práctico para tus creaciones culinarias. Ideal para reposteros que buscan calidad y funcionalidad. ¡Compra ahora!";"Bambi Hogar";SI;;;;
seca-platos-marsella;"Seca platos ""Marsella""";"Cocina > Vajilla, Cocina > Utensillos y organización";;;;;;;62,700.00;;0.90;20.00;25.00;32.00;14;SKU0004;;SI;NO;"<p>El&nbsp;<strong>Seca platos Marsella</strong>&nbsp;es la soluci&oacute;n perfecta para mantener tus platos organizados y secos con estilo y eficiencia. Su dise&ntilde;o pr&aacute;ctico y durable se adapta a cualquier cocina, combinando calidad y funcionalidad en un solo producto.</p>
<p>Con dimensiones de 32 cm de largo, 25 cm de ancho y 20 cm de alto, ofrece espacio suficiente para secar varios platos sin ocupar demasiado lugar. Adem&aacute;s, pesa aproximadamente 900 gramos, lo que facilita su manipulaci&oacute;n y traslado.</p>
<p>Este seca platos est&aacute;&nbsp;<strong>listo para usar desde el primer momento</strong>&nbsp;y garantiza una excelente relaci&oacute;n precio/calidad, ideal para quienes buscan un producto confiable y duradero sin comprometer el dise&ntilde;o.</p>
<p>No esperes m&aacute;s para darle a tu hogar la practicidad y el buen gusto que se merece con el&nbsp;<strong>Seca platos Marsella</strong>.</p>";"durable, marsella, platos, practico, seca";"Seca platos Marsella: práctico y durable para tu cocina";"Seca platos Marsella combina diseño y funcionalidad para organizar y secar tus platos con estilo. ¡Compra ahora y mejora tu cocina!";"Bambi Hogar";SI;;;;
seca-platos-luxor;"Seca platos ""LUXOR""";"Cocina > Vajilla, Cocina > Utensillos y organización";;;;;;;59,900.00;;1.10;24.00;28.00;38.00;9;SKU0002;;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Seca platos LUXOR</strong>, la elecci&oacute;n perfecta para quienes valoran la combinaci&oacute;n ideal entre calidad, practicidad y dise&ntilde;o elegante en su hogar. Este seca platos ofrece una soluci&oacute;n confiable y lista para usar, pensada para facilitar tu d&iacute;a a d&iacute;a en la cocina.</p>
<p>Con un dise&ntilde;o pr&aacute;ctico y durable, el Seca platos LUXOR permite que tus utensilios se sequen de manera eficiente, manteniendo el orden y la limpieza en tu espacio. Sus dimensiones de 38 cm de largo, 28 cm de ancho y 24 cm de alto lo hacen vers&aacute;til y c&oacute;modo para cualquier cocina.</p>
<p>Adem&aacute;s, su excelente relaci&oacute;n precio/calidad lo convierte en una inversi&oacute;n inteligente para equipar tu hogar con un producto funcional y est&eacute;tico. No esperes m&aacute;s para disfrutar de la comodidad que solo el Seca platos LUXOR puede ofrecer.</p>";"durable, elegante, platos, practico, seca";"Seca platos LUXOR práctico y elegante para cocina";"El Seca platos LUXOR combina calidad, diseño y practicidad para secar utensilios eficazmente. Ideal para mantener tu cocina ordenada. ¡Compralo ya!";"Bambi Hogar";SI;;;;
seca-platos-sol;"Seca platos ""SOL""";"Cocina > Vajilla, Cocina > Utensillos y organización";;;;;;;57,100.00;;1.20;40.00;30.00;40.00;11;SKU0003;;SI;NO;"<p>El&nbsp;<strong>Seca platos SOL</strong>&nbsp;es la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu cocina. Con un dise&ntilde;o pensado para ser duradero y funcional, este seca platos es ideal para quienes buscan una soluci&oacute;n confiable, lista para usar y que ofrezca una excelente relaci&oacute;n precio/calidad.</p>
<p>Con dimensiones de 40 cm de alto, 30 cm de ancho y 40 cm de largo, y un peso aproximado de 1,2 kg, es lo suficientemente compacto para adaptarse a cualquier espacio sin perder capacidad. Su dise&ntilde;o pr&aacute;ctico facilita el secado r&aacute;pido y seguro de tus platos, manteniendo tu cocina ordenada y libre de humedad.</p>
<p>No pierdas la oportunidad de llevar a tu hogar un producto que une&nbsp;<strong>est&eacute;tica y eficiencia</strong>, pensado para simplificar tu d&iacute;a a d&iacute;a con estilo y resistencia. &iexcl;El Secaplatos SOL es tu aliado ideal en la cocina!</p>";"compacto, durable, platos, practico, seca";"Seca platos SOL compacto y duradero para cocina eficiente";"Seca platos SOL combina diseño y practicidad para secar rápido y mantener tu cocina ordenada. ¡Compra ahora y mejora tu espacio!";"Bambi Hogar";SI;;;;
cafetera-electrica-electric-mixer;"Cafetera eléctrica ""Electric Mixer""";"Cocina > Café y té, Cocina > Utensillos y organización";;;;;;;40,600.00;;0.00;0.00;0.00;0.00;8;SKU0001;;SI;NO;"<p>Descubr&iacute; la&nbsp;<strong>Electric Mixer</strong>, la batidora que combina&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu hogar. Este producto es la soluci&oacute;n ideal para quienes buscan un electrodom&eacute;stico confiable, f&aacute;cil de usar y con una excelente relaci&oacute;n precio/calidad.</p>
<p>Con un dise&ntilde;o&nbsp;<em>pr&aacute;ctico y durable</em>, esta batidora est&aacute; lista para usar apenas la recib&iacute;s. Su tama&ntilde;o compacto &mdash;20 cm de alto, 7 cm de ancho y 8 cm de di&aacute;metro&mdash; la hace perfecta para cualquier cocina, ocupando poco espacio sin sacrificar rendimiento.</p>
<p>Pesando aproximadamente 1 kg, la Electric Mixer es liviana y f&aacute;cil de manejar, ideal para preparar tus recetas favoritas con rapidez y eficiencia. No te pierdas la oportunidad de tener en tu casa una batidora que combina funcionalidad y estilo, pensada especialmente para vos.</p>
<p>&iexcl;Eleg&iacute; calidad y buen dise&ntilde;o para tu cocina con la Electric Mixer!</p>";"batidora, compacta, durable, electric, practica";"Batidora eléctrica Electric Mixer compacta y práctica";"Electric Mixer, la batidora eléctrica liviana y durable para tu cocina. Fácil de usar y con diseño funcional. ¡Comprala ahora!";"Bambi Hogar";SI;;;;
set-x6-tazas-de-te-morocco-c-plato-230ml;"SET x6 Tazas de TÉ ""MOROCCO"" C/Plato - 230ml";"Cocina > Vajilla";;;;;;;31,400.00;;0.00;0.00;0.00;0.00;;"SKU0029 BH-001-27";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Set x6 Tazas de T&eacute; con Plato</strong> con 230 ml de capacidad, el complemento ideal para tu d&iacute;a a d&iacute;a. Su dise&ntilde;o pr&aacute;ctico y elegante combina calidad y funcionalidad, perfecto para el hogar o la oficina. Son f&aacute;ciles de limpiar, resistentes y aptas para uso cotidiano. Ofrecen comodidad y estilo en cada sorbo. &iexcl;Llev&aacute; un toque de distinci&oacute;n a tus momentos de t&eacute;!</p>";"elegante, practica, set, taza, te";"Set x6 Tazas de Té Morocco con Plato 367ml - Elegancia y Funcionalida";"Disfrutá del set de 6 tazas de té Morocco con plato, 367ml, prácticas, resistentes y elegantes. Ideal para tu hogar u oficina. ¡Compralo ya!";"Bambi Hogar";SI;;;;
cacerola-c-tapa-de-vidrio-y-asas-16x7cm;"Cacerola C/Tapa de Vidrio y Asas - 16x7cm";"Cocina > Utensillos y organización";;;;;;;46,100.00;;0.00;0.00;0.00;0.00;;SKU0023;;SI;NO;"<p>La&nbsp;<strong>Cacerola</strong>&nbsp;es la elecci&oacute;n perfecta para quienes buscan una combinaci&oacute;n ideal de&nbsp;<em>calidad, practicidad y buen precio</em>. Con un di&aacute;metro de 16 cm y un alto de 7 cm, ofrece un espacio &oacute;ptimo para preparar desde guisos hasta carnes y verduras con resultados excepcionales.</p>
<p>Gracias a sus materiales resistentes, garantiza una&nbsp;<strong>cocci&oacute;n pareja</strong>&nbsp;y uniforme, permitiendo que cada plato se cocine de manera homog&eacute;nea. Su dise&ntilde;o robusto la hace apta para el&nbsp;<strong>uso diario</strong>, resistiendo el desgaste y facilitando su limpieza para que siempre luzca como nueva.</p>
<p>Con un peso aproximado de 1,5 kg y dimensiones ideales (16 cm de di&aacute;metro x 7 cm de alto x 35 cm de largo), esta cacerola es una soluci&oacute;n confiable y lista para usar en cualquier cocina argentina que valore la eficiencia y durabilidad.</p>
<p><strong>&iexcl;Descubr&iacute; la cacerola que har&aacute; la diferencia en tus preparaciones diarias!</strong></p>";"asa, cacerola, durable, practica, vidrio";"Cacerola 16x7cm con tapa de vidrio y asas resistentes";"Cacerola durable de 16 cm con tapa de vidrio para cocción uniforme. Ideal para guisos y verduras. ¡Compra ahora y mejora tus recetas!";"Bambi Hogar";SI;;;;
cacerola-c-tapa-de-vidrio-y-asas-24x10-5cm;"Cacerola C/Tapa de Vidrio y Asas - 24x10.5cm";"Cocina > Utensillos y organización";;;;;;;73,700.00;;0.00;0.00;0.00;0.00;;SKU0022;;SI;NO;"<p>La&nbsp;<strong>Cacerola</strong>&nbsp;es la elecci&oacute;n perfecta para quienes buscan una combinaci&oacute;n ideal de&nbsp;<em>calidad, practicidad y buen precio</em>. Con un di&aacute;metro de 24 cm y un alto de 10.5 cm, ofrece un espacio &oacute;ptimo para preparar desde guisos hasta carnes y verduras con resultados excepcionales.</p>
<p>Gracias a sus materiales resistentes, garantiza una&nbsp;<strong>cocci&oacute;n pareja</strong>&nbsp;y uniforme, permitiendo que cada plato se cocine de manera homog&eacute;nea. Su dise&ntilde;o robusto la hace apta para el&nbsp;<strong>uso diario</strong>, resistiendo el desgaste y facilitando su limpieza para que siempre luzca como nueva.</p>
<p>Con un peso aproximado de 1,5 kg y dimensiones ideales (24 cm de di&aacute;metro x 10.5 cm de alto x 35 cm de largo), esta cacerola es una soluci&oacute;n confiable y lista para usar en cualquier cocina argentina que valore la eficiencia y durabilidad.</p>
<p><strong>&iexcl;Descubr&iacute; la cacerola que har&aacute; la diferencia en tus preparaciones diarias!</strong></p>";"cacerola, durable, practica, tapa, vidrio";"Cacerola con Tapa de Vidrio 24x10.5cm - Cocción Uniforme y Resistente";"Cacerola 24cm con tapa de vidrio y asas, ideal para guisos y carnes. Cocción pareja, durable y fácil de limpiar. ¡Mejorá tus recetas hoy!";"Bambi Hogar";SI;;;;
